Source,Time,Line
May 16–21,May 18 15:35:13,"May 18 15:35:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:35:43,"May 18 15:35:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:35:47,May 18 15:35:47 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 15:36:13,"May 18 15:36:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:36:43,"May 18 15:36:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:37:13,"May 18 15:37:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:37:43,"May 18 15:37:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:37:45,May 18 15:37:45 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 15:38:13,"May 18 15:38:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:38:43,"May 18 15:38:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:39:13,"May 18 15:39:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:39:15,May 18 15:39:15 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 15:39:43,"May 18 15:39:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:40:13,"May 18 15:40:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:40:43,"May 18 15:40:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:40:44,May 18 15:40:44 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 15:41:13,"May 18 15:41:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:41:43,"May 18 15:41:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:41:45,May 18 15:41:45 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 15:42:13,"May 18 15:42:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:42:43,"May 18 15:42:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:43:13,"May 18 15:43:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:43:15,May 18 15:43:15 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 15:43:43,"May 18 15:43:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:44:13,"May 18 15:44:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:44:43,"May 18 15:44:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:44:44,May 18 15:44:44 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 15:45:13,"May 18 15:45:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:45:43,"May 18 15:45:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:46:13,"May 18 15:46:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:46:21,May 18 15:46:21 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 15:46:43,"May 18 15:46:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:47:13,"May 18 15:47:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:47:43,"May 18 15:47:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:47:51,May 18 15:47:51 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 15:48:13,"May 18 15:48:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:48:43,"May 18 15:48:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:49:13,"May 18 15:49:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:49:21,May 18 15:49:21 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 15:49:43,"May 18 15:49:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:50:13,"May 18 15:50:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:50:43,"May 18 15:50:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:50:51,May 18 15:50:51 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 15:51:13,"May 18 15:51:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:51:22,May 18 15:51:22 Antminer local0.notice cgminer[1403]: Pool 0 difficulty changed to 262144
May 16–21,May 18 15:51:43,"May 18 15:51:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:52:13,"May 18 15:52:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:52:22,May 18 15:52:22 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 15:52:43,"May 18 15:52:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:53:13,"May 18 15:53:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:53:43,"May 18 15:53:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:53:51,May 18 15:53:51 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 15:54:13,"May 18 15:54:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:54:43,"May 18 15:54:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:55:13,"May 18 15:55:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:55:21,May 18 15:55:21 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 15:55:43,"May 18 15:55:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:55:52,May 18 15:55:52 Antminer local0.notice cgminer[1403]: Pool 0 difficulty changed to 524288
May 16–21,May 18 15:56:13,"May 18 15:56:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:56:43,"May 18 15:56:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:56:51,May 18 15:56:51 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 15:57:13,"May 18 15:57:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:57:43,"May 18 15:57:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:58:13,"May 18 15:58:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:58:21,May 18 15:58:21 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 15:58:43,"May 18 15:58:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:59:13,"May 18 15:59:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:59:43,"May 18 15:59:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 15:59:51,May 18 15:59:51 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 16:00:13,"May 18 16:00:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:00:21,May 18 16:00:21 Antminer local0.notice cgminer[1403]: Pool 0 difficulty changed to 262144
May 16–21,May 18 16:00:43,"May 18 16:00:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:01:13,"May 18 16:01:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:01:21,May 18 16:01:21 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 16:01:43,"May 18 16:01:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:02:13,"May 18 16:02:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:02:43,"May 18 16:02:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:02:51,May 18 16:02:51 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 16:03:13,"May 18 16:03:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:03:43,"May 18 16:03:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:03:48,May 18 16:03:48 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 16:04:13,"May 18 16:04:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:04:43,"May 18 16:04:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:04:49,May 18 16:04:49 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 16:05:13,"May 18 16:05:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:05:43,"May 18 16:05:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:06:13,"May 18 16:06:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:06:19,May 18 16:06:19 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 16:06:43,"May 18 16:06:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:07:13,"May 18 16:07:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:07:43,"May 18 16:07:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:07:49,May 18 16:07:49 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 16:08:13,"May 18 16:08:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:08:43,"May 18 16:08:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:09:13,"May 18 16:09:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:09:19,May 18 16:09:19 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 16:09:43,"May 18 16:09:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:10:13,"May 18 16:10:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:10:20,May 18 16:10:20 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 16:10:43,"May 18 16:10:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:11:13,"May 18 16:11:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:11:43,"May 18 16:11:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:11:50,May 18 16:11:50 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 16:12:13,"May 18 16:12:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:12:43,"May 18 16:12:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:13:13,"May 18 16:13:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:13:20,May 18 16:13:20 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 16:13:43,"May 18 16:13:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:14:13,"May 18 16:14:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:14:43,"May 18 16:14:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:14:49,May 18 16:14:49 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 16:15:13,"May 18 16:15:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:15:43,"May 18 16:15:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:16:13,"May 18 16:16:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:16:20,May 18 16:16:20 Antminer local0.notice cgminer[1403]: Pool 0 difficulty changed to 524288
May 16–21,May 18 16:16:20,May 18 16:16:20 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 16:16:43,"May 18 16:16:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:17:13,"May 18 16:17:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:17:43,"May 18 16:17:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:17:49,May 18 16:17:49 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 16:18:13,"May 18 16:18:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:18:43,"May 18 16:18:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:19:13,"May 18 16:19:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:19:43,"May 18 16:19:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:19:53,May 18 16:19:53 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 16:20:13,"May 18 16:20:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:20:43,"May 18 16:20:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:20:54,May 18 16:20:54 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 16:21:13,"May 18 16:21:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:21:43,"May 18 16:21:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:22:13,"May 18 16:22:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:22:24,May 18 16:22:24 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 16:22:43,"May 18 16:22:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:23:13,"May 18 16:23:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:23:43,"May 18 16:23:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:23:53,May 18 16:23:53 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 16:24:13,"May 18 16:24:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:24:43,"May 18 16:24:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:25:13,"May 18 16:25:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:25:23,May 18 16:25:23 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 16:25:43,"May 18 16:25:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:26:13,"May 18 16:26:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:26:43,"May 18 16:26:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:26:53,May 18 16:26:53 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 16:27:13,"May 18 16:27:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:27:43,"May 18 16:27:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:28:13,"May 18 16:28:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:28:23,May 18 16:28:23 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 16:28:43,"May 18 16:28:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:29:13,"May 18 16:29:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:29:43,"May 18 16:29:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:29:54,May 18 16:29:54 Antminer local0.notice cgminer[1403]: Pool 0 difficulty changed to 262144
May 16–21,May 18 16:29:54,May 18 16:29:54 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 16:30:13,"May 18 16:30:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:30:43,"May 18 16:30:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:31:13,"May 18 16:31:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:31:23,May 18 16:31:23 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 16:31:43,"May 18 16:31:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:32:13,"May 18 16:32:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:32:24,May 18 16:32:24 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 16:32:43,"May 18 16:32:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:33:13,"May 18 16:33:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:33:43,"May 18 16:33:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:33:54,May 18 16:33:54 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 16:34:13,"May 18 16:34:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:34:43,"May 18 16:34:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:35:13,"May 18 16:35:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:35:43,"May 18 16:35:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:35:46,May 18 16:35:46 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 16:36:13,"May 18 16:36:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:36:43,"May 18 16:36:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:37:13,"May 18 16:37:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:37:16,May 18 16:37:16 Antminer local0.notice cgminer[1403]: Pool 0 difficulty changed to 524288
May 16–21,May 18 16:37:16,May 18 16:37:16 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 16:37:43,"May 18 16:37:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:38:13,"May 18 16:38:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:38:29,May 18 16:38:29 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 16:38:43,"May 18 16:38:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:39:13,"May 18 16:39:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:39:43,"May 18 16:39:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:39:59,May 18 16:39:59 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 16:40:13,"May 18 16:40:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:40:43,"May 18 16:40:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:41:13,"May 18 16:41:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:41:28,May 18 16:41:28 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 16:41:43,"May 18 16:41:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:42:13,"May 18 16:42:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:42:43,"May 18 16:42:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:42:58,May 18 16:42:58 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 16:43:13,"May 18 16:43:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:43:43,"May 18 16:43:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:43:59,May 18 16:43:59 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 16:44:13,"May 18 16:44:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:44:43,"May 18 16:44:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:45:13,"May 18 16:45:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:45:20,May 18 16:45:20 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 16:45:43,"May 18 16:45:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:46:13,"May 18 16:46:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:46:43,"May 18 16:46:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:46:51,May 18 16:46:51 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 16:47:13,"May 18 16:47:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:47:43,"May 18 16:47:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:48:13,"May 18 16:48:13 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 18 16:48:15,May 18 16:48:15 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 18 16:48:43,"May 18 16:48:43 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
