Source,Time,Line
May 22–24,May 22 17:31:46,"May 22 17:31:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:32:16,"May 22 17:32:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:32:46,"May 22 17:32:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:33:16,"May 22 17:33:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:33:46,"May 22 17:33:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:34:16,"May 22 17:34:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:34:46,"May 22 17:34:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:35:16,"May 22 17:35:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:35:46,"May 22 17:35:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:36:16,"May 22 17:36:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:36:46,"May 22 17:36:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:37:16,"May 22 17:37:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:37:33,May 22 17:37:33 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 22–24,May 22 17:37:46,"May 22 17:37:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:38:16,"May 22 17:38:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:38:46,"May 22 17:38:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:39:16,"May 22 17:39:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:39:46,"May 22 17:39:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:40:16,"May 22 17:40:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:40:46,"May 22 17:40:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:41:16,"May 22 17:41:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:41:21,May 22 17:41:21 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 22–24,May 22 17:41:21,May 22 17:41:21 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 22–24,May 22 17:41:46,"May 22 17:41:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:42:16,"May 22 17:42:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:42:46,"May 22 17:42:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:43:16,"May 22 17:43:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:43:46,"May 22 17:43:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:44:05,May 22 17:44:05 Antminer local0.notice cgminer[1403]: Pool 0 difficulty changed to 262144
May 22–24,May 22 17:44:16,"May 22 17:44:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:44:46,"May 22 17:44:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:45:16,"May 22 17:45:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:45:46,"May 22 17:45:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:46:16,"May 22 17:46:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:46:46,"May 22 17:46:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:47:16,"May 22 17:47:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:47:46,"May 22 17:47:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:48:16,"May 22 17:48:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:48:46,"May 22 17:48:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:49:16,"May 22 17:49:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:49:46,"May 22 17:49:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:50:16,"May 22 17:50:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:50:46,"May 22 17:50:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:51:16,"May 22 17:51:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:51:46,"May 22 17:51:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:52:16,"May 22 17:52:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:52:24,May 22 17:52:24 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 22–24,May 22 17:52:46,"May 22 17:52:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:53:16,"May 22 17:53:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:53:46,"May 22 17:53:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:54:16,"May 22 17:54:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:54:46,"May 22 17:54:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:54:50,May 22 17:54:50 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 22–24,May 22 17:54:50,May 22 17:54:50 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 22–24,May 22 17:55:16,"May 22 17:55:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:55:46,"May 22 17:55:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:56:16,"May 22 17:56:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:56:46,"May 22 17:56:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:57:04,May 22 17:57:04 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 22–24,May 22 17:57:04,May 22 17:57:04 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 22–24,May 22 17:57:16,"May 22 17:57:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:57:30,May 22 17:57:30 Antminer local0.notice cgminer[1403]: Pool 0 difficulty changed to 524288
May 22–24,May 22 17:57:46,"May 22 17:57:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:58:16,"May 22 17:58:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:58:46,"May 22 17:58:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:59:16,"May 22 17:59:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 17:59:46,"May 22 17:59:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:00:16,"May 22 18:00:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:00:46,"May 22 18:00:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:01:16,"May 22 18:01:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:01:46,"May 22 18:01:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:02:16,"May 22 18:02:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:02:30,May 22 18:02:30 Antminer local0.notice cgminer[1403]: Pool 0 difficulty changed to 262144
May 22–24,May 22 18:02:46,"May 22 18:02:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:03:16,"May 22 18:03:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:03:46,"May 22 18:03:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:03:53,May 22 18:03:53 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 22–24,May 22 18:04:16,"May 22 18:04:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:04:46,"May 22 18:04:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:04:51,May 22 18:04:51 Antminer local0.notice cgminer[1403]: Pool 0 difficulty changed to 524288
May 22–24,May 22 18:05:16,"May 22 18:05:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:05:20,May 22 18:05:20 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 22–24,May 22 18:05:20,May 22 18:05:20 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 22–24,May 22 18:05:46,"May 22 18:05:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:06:16,"May 22 18:06:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:06:46,"May 22 18:06:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:06:47,May 22 18:06:47 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 22–24,May 22 18:06:47,May 22 18:06:47 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 22–24,May 22 18:07:16,"May 22 18:07:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:07:46,"May 22 18:07:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:08:16,"May 22 18:08:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:08:31,May 22 18:08:31 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 22–24,May 22 18:08:46,"May 22 18:08:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:09:16,"May 22 18:09:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:09:46,"May 22 18:09:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:10:16,"May 22 18:10:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:10:46,"May 22 18:10:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:11:16,"May 22 18:11:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:11:46,"May 22 18:11:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:12:16,"May 22 18:12:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:12:25,May 22 18:12:25 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 22–24,May 22 18:12:25,May 22 18:12:25 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 22–24,May 22 18:12:46,"May 22 18:12:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:13:16,"May 22 18:13:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:13:18,May 22 18:13:18 Antminer local0.notice cgminer[1403]: Pool 0 difficulty changed to 262144
May 22–24,May 22 18:13:46,"May 22 18:13:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:14:16,"May 22 18:14:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:14:18,May 22 18:14:18 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 22–24,May 22 18:14:18,May 22 18:14:18 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 22–24,May 22 18:14:46,"May 22 18:14:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:15:16,"May 22 18:15:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:15:30,May 22 18:15:30 Antminer local0.notice cgminer[1403]: Pool 0 difficulty changed to 524288
May 22–24,May 22 18:15:46,"May 22 18:15:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:16:16,"May 22 18:16:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:16:31,May 22 18:16:31 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 22–24,May 22 18:16:31,May 22 18:16:31 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 22–24,May 22 18:16:46,"May 22 18:16:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:17:16,"May 22 18:17:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:17:46,"May 22 18:17:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:17:50,May 22 18:17:50 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 22–24,May 22 18:17:50,May 22 18:17:50 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 22–24,May 22 18:18:16,"May 22 18:18:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:18:46,"May 22 18:18:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:19:16,"May 22 18:19:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:19:46,"May 22 18:19:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:20:16,"May 22 18:20:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:20:46,"May 22 18:20:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:21:16,"May 22 18:21:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:21:46,"May 22 18:21:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:22:16,"May 22 18:22:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:22:46,"May 22 18:22:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:22:53,May 22 18:22:53 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 22–24,May 22 18:23:16,"May 22 18:23:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:23:46,"May 22 18:23:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:24:16,"May 22 18:24:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:24:24,May 22 18:24:24 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 22–24,May 22 18:24:46,"May 22 18:24:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:24:53,May 22 18:24:53 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 22–24,May 22 18:24:53,May 22 18:24:53 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 22–24,May 22 18:25:16,"May 22 18:25:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:25:46,"May 22 18:25:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:26:16,"May 22 18:26:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:26:43,May 22 18:26:43 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 22–24,May 22 18:26:43,May 22 18:26:43 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 22–24,May 22 18:26:46,"May 22 18:26:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:27:16,"May 22 18:27:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:27:46,"May 22 18:27:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:27:46,May 22 18:27:46 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 22–24,May 22 18:27:46,May 22 18:27:46 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 22–24,May 22 18:28:16,"May 22 18:28:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:28:46,"May 22 18:28:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:29:16,"May 22 18:29:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:29:46,"May 22 18:29:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:29:48,May 22 18:29:48 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 22–24,May 22 18:30:16,"May 22 18:30:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:30:46,"May 22 18:30:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:31:16,"May 22 18:31:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:31:46,"May 22 18:31:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:32:16,"May 22 18:32:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:32:39,May 22 18:32:39 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 22–24,May 22 18:32:39,May 22 18:32:39 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 22–24,May 22 18:32:46,"May 22 18:32:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:33:16,"May 22 18:33:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:33:46,"May 22 18:33:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:34:16,"May 22 18:34:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:34:46,"May 22 18:34:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:35:16,"May 22 18:35:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:35:46,"May 22 18:35:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:36:16,"May 22 18:36:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:36:46,"May 22 18:36:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:37:03,May 22 18:37:03 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 22–24,May 22 18:37:16,"May 22 18:37:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:37:46,"May 22 18:37:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:38:00,May 22 18:38:00 Antminer local0.notice cgminer[1403]: Pool 0 difficulty changed to 262144
May 22–24,May 22 18:38:06,May 22 18:38:06 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 22–24,May 22 18:38:06,May 22 18:38:06 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 22–24,May 22 18:38:16,"May 22 18:38:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:38:46,"May 22 18:38:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:39:16,"May 22 18:39:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:39:24,May 22 18:39:24 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 22–24,May 22 18:39:24,May 22 18:39:24 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 22–24,May 22 18:39:46,"May 22 18:39:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:40:16,"May 22 18:40:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:40:46,"May 22 18:40:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:41:08,May 22 18:41:08 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 22–24,May 22 18:41:08,May 22 18:41:08 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 22–24,May 22 18:41:16,"May 22 18:41:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:41:46,"May 22 18:41:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:42:00,May 22 18:42:00 Antminer local0.notice cgminer[1403]: Pool 0 difficulty changed to 524288
May 22–24,May 22 18:42:16,"May 22 18:42:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:42:46,"May 22 18:42:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:42:55,May 22 18:42:55 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 22–24,May 22 18:42:55,May 22 18:42:55 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 22–24,May 22 18:43:16,"May 22 18:43:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:43:46,"May 22 18:43:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:44:16,"May 22 18:44:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:44:33,May 22 18:44:33 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 22–24,May 22 18:44:46,"May 22 18:44:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:45:16,"May 22 18:45:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:45:46,"May 22 18:45:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:46:16,"May 22 18:46:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:46:46,"May 22 18:46:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:47:16,"May 22 18:47:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:47:46,"May 22 18:47:46 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 22–24,May 22 18:48:16,"May 22 18:48:16 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
